Time, Milliseconds, "tia"       , "TIA_AM_SCHA"           , "tqi_gs_fast_dec", "tqi_gs_fast_inc", "pv_av"     , "LAMB_LS_UP[1]"           , "LAMB_LS_UP[2]"           , "state_eng" , "teg_dyn_up_cat[1]", "TEG_DYN_UP_CAT[2]"           , "fup"       , "fup_sp"    , "pump_vol_vcv", "efppwm"    , "fup_efp"   , "iga_av_mv" , "TI_1_HOM[0]"           , "TI_1_HOM[3]"           , "amp_mes"   , "map"       , "map_mes"   , "map_1_mes" , "map_2_mes" , "pdt_mes"   , "maf"       , "iga_ad_1_knk[0]", "iga_ad_1_knk[1]", "iga_ad_1_knk[2]", "iga_ad_1_knk[3]", "iga_ad_1_knk[4]", "iga_ad_1_knk[5]", "lamb_sp[1]", "LAMB_SP[2]"           , "tqi_av"    , "gear"      , "vs"        , "CAM_SP_IVVT_IN"           , "map_sp"    , "rfp_sp"    , "Short Term Fuel Trim - Bank 1"           , "Long Term Fuel Trim - Bank 1"           , "Short Term Fuel Trim - Bank 2"           , "Long Term Fuel Trim - Bank 2"           , "Engine RPM"           , "Ignition Timing Advance for #1 Cylinder"           , "Ambient air temperature"           , "Commanded Throttle Actuator Control"           
Sec.ms, ms, Â°C       , Â°C       , Nm        , Nm        , %         ,           ,           , -         , Â°C       , Â°C       , hPa       , hPa       , %         , %         , hPa       , Â°        , ms        , ms        , hPa       , hPa       , hPa       , hPa       , hPa       , hPa       , mg/stroke , Â°        , Â°        , Â°        , Â°        , Â°        , Â°        ,           ,           , Nm        ,           , km/h      , Â°        , hPa       , Â°        , %         , %         , %         , %         , 1/min     , Â°        , Â°C       , %         
Timestamp, Timestamp Milliseconds,           , Param_TIAAMSCHA,           ,           ,           , Param_LAMBLSUP1, Param_LAMBLSUP2,           ,           , Param_TEGDYNUPCAT2,           ,           ,           ,           ,           ,           , Param_TI1HOM0, Param_TI1HOM3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           , Param_LAMBSP2,           ,           ,           , Param_CAMSPIVVTIN,           ,           , Param_ShortTermFuelTrimBank1, Param_LongTermFuelTrimBank1, Param_ShortTermFuelTrimBank2, Param_LongTermFuelTrimBank2, Param_EnginRPM, Param_IgnitTiminAdvanFor1Cylin, Param_AmbieAirTempe, Param_CommaThrotActuaContr
0.000,0, 29.25     , 24        , 1023.96875, 0         , 14.0625   , 1.0087891 , 0.9941406 , 3         , 474.5375  , 474.35    , 48588.344 , 47399.637 , 8.80127   , 25.77362  , 4945.8647 , 21.75     , 0.96400005, 1.108     , 1008.9405 , 377.85516 , 375.45056 , 374.7043  , 376.27972 , 353.31158 , 155.08221 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 91.28125  , 6         , 110       , 101.625   , 390.87323 , 75.85327  , -0.78125  , 6.25      , -0.78125  , 8.59375   , 2225.8982 , 21.5      , 17        , 5.490196  
0.201,201, 29.25     , 24        , 1023.96875, 0         , 14.0625   , 1.0546875 , 0.94140625, 3         , 480.1     , 479.9125  , 50811.86  , 47712.734 , 7.446289  , 25.964355 , 4993.625  , 21.375    , 1.0680001 , 0.97200006, 1009.1063 , 394.43866 , 381.3377  , 380.67438 , 382.08395 , 354.96994 , 155.1458  , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 90.78125  , 6         , 110       , 101.625   , 390.2928  , 75.494385 , 0         , 7.03125   , -1.5625   , 8.59375   , 2213.8987 , 21.5      , 17        , 5.882353  
0.297,297, 29.25     , 24        , 1023.96875, 0         , 14.0625   , 1.0351562 , 0.9707031 , 3         , 482.6625  , 482.475   , 49952.17  , 47399.637 , 6.993103  , 25.953674 , 5033.4253 , 21.375    , 1.064     , 0.9480001 , 1009.0234 , 389.71237 , 376.69434 , 376.61142 , 376.86017 , 350.40945 , 152.79318 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 89.46875  , 6         , 110       , 101.625   , 391.2049  , 75.31494  , 0         , 7.03125   , -0.78125  , 8.59375   , 2208.899  , 21        , 17        , 5.882353  
0.397,397, 29.25     , 24        , 1023.96875, 0         , 14.0625   , 0.984375  , 1.0458984 , 3         , 484.725   , 484.6     , 49198.617 , 47054.703 , 7.472229  , 25.976562 , 5105.0664 , 21.75     , 1.08      , 0.97200006, 1008.9405 , 385.23483 , 375.6164  , 375.6164  , 375.6164  , 352.5653  , 152.49646 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 89.59375  , 6         , 110       , 101.625   , 387.88818 , 75.10986  , 0         , 7.03125   , 0         , 8.59375   , 2212.8987 , 21.5      , 17        , 5.882353  
0.497,497, 29.25     , 24        , 1023.96875, 0         , 14.2578125, 0.9707031 , 1.0673828 , 3         , 486.4125  , 486.225   , 49119.016 , 47869.28  , 8.0581665 , 26.0849   , 5113.0264 , 21.375    , 1.1120001 , 1         , 1008.85754, 383.82523 , 383.41064 , 383.07898 , 383.7423  , 361.10583 , 157.2017  , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 92.65625  , 6         , 110       , 100.875   , 401.6525  , 74.93042  , 0.78125   , 7.03125   , 0.78125   , 8.59375   , 2217.8984 , 21        , 17        , 5.882353  
0.598,598, 29.25     , 24        , 1023.96875, 0         , 13.4765625, 0.95703125, 1.0732422 , 3         , 487.975   , 487.725   , 49193.31  , 48782.04  , 8.808899  , 26.278687 , 5163.4404 , 21        , 1.1040001 , 0.99200004, 1008.7746 , 392.69742 , 398.91623 , 398.4187  , 399.41373 , 374.95306 , 165.87036 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 97.40625  , 6         , 109       , 104.25    , 364.25668 , 74.75098  , 0.78125   , 7.03125   , 0.78125   , 8.59375   , 2218.8984 , 21        , 17        , 5.490196  
0.697,697, 29.25     , 24        , 1023.96875, 0         , 12.988281 , 0.9482422 , 1.0595703 , 3         , 489.35    , 489.1     , 52992.92  , 48389.34  , 5.7495117 , 26.217651 , 5144.8667 , 20.25     , 0.92      , 1.0400001 , 1008.7746 , 390.45862 , 387.80527 , 387.22485 , 388.4686  , 360.27664 , 158.70653 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 92.3125   , 6         , 109       , 105.375   , 359.0329  , 74.57153  , 0.78125   , 6.25      , 0         , 8.59375   , 2205.899  , 20        , 17        , 5.098039  
0.797,797, 29.25     , 24        , 1023.96875, 0         , 12.792969 , 0.9707031 , 0.98828125, 3         , 490.975   , 490.6625  , 50525.297 , 46951.22  , 5.659485  , 26.000977 , 5203.2407 , 20.625    , 0.85600007, 0.99200004, 1008.85754, 378.18683 , 373.2118  , 373.12888 , 373.37762 , 349.0828  , 151.16118 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 88.25     , 6         , 109       , 104.625   , 363.3446  , 74.39209  , -0.78125  , 6.25      , -0.78125  , 8.59375   , 2199.8994 , 20        , 17        , 5.490196  
0.897,897, 29.25     , 24        , 1023.96875, 0         , 12.792969 , 1.0253906 , 0.95214844, 3         , 491.85    , 491.5375  , 47118.383 , 46455.043 , 7.096863  , 25.868225 , 5256.3076 , 20.625    , 0.85600007, 0.984     , 1008.9405 , 369.64633 , 365.1688  , 365.00296 , 365.33463 , 339.7131  , 146.98581 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 86        , 6         , 109       , 104.625   , 362.8471  , 74.21265  , -0.78125  , 6.25      , -0.78125  , 8.59375   , 2201.8992 , 20        , 17        , 5.490196  
0.997,997, 29.25     , 24        , 1023.96875, 0         , 13.183594 , 1.0595703 , 0.95410156, 3         , 492.35    , 492.2875  , 45781.09  , 46351.562 , 7.6019287 , 25.808716 , 5306.7217 , 20.625    , 0.86800003, 0.984     , 1009.0234 , 363.42752 , 362.26666 , 362.4325  , 362.10083 , 339.79602 , 146.81625 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 86.15625  , 6         , 109       , 103.125   , 370.8072  , 74.0332   , 0         , 6.25      , -0.78125  , 8.59375   , 2200.8992 , 21.5      , 17        , 5.490196  
1.097,1097, 29.25     , 24        , 1023.96875, 0         , 13.183594 , 1.0625    , 0.94628906, 3         , 492.6625  , 492.4125  , 44963.85  , 46794.67  , 8.625793  , 25.802612 , 5298.7617 , 21        , 0.90400004, 1.024     , 1009.0234 , 364.3396  , 370.39258 , 369.72925 , 371.05594 , 346.92694 , 151.60628 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 88.625    , 6         , 109       , 101.625   , 399.3308  , 73.85376  , 0         , 6.25      , -1.5625   , 8.59375   , 2205.899  , 21.5      , 17        , 6.666667  
1.197,1197, 29.25     , 24        , 1023.96875, 0         , 14.941406 , 1.0625    , 0.94433594, 3         , 492.7875  , 492.475   , 46964.49  , 48312.395 , 8.955383  , 25.976562 , 5306.7217 , 21        , 1.1       , 0.99200004, 1009.1063 , 379.01602 , 392.78033 , 392.6145  , 392.94617 , 372.29968 , 165.23453 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 97.5      , 6         , 109       , 99.375    , 419.47977 , 73.67432  , 0.78125   , 7.03125   , -1.5625   , 8.59375   , 2217.8984 , 20.5      , 17        , 6.666667  
1.297,1297, 29.25     , 24        , 1023.96875, 0         , 15.136719 , 1.0273438 , 0.96875   , 3         , 492.7875  , 492.5375  , 44969.16  , 49405.58  , 11.669922 , 26.15509  , 5274.8813 , 21.375    , 1.212     , 1.0600001 , 1009.1063 , 401.07208 , 414.9193  , 414.33887 , 415.58264 , 389.54654 , 174.49664 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 103.28125 , 6         , 109       , 99.375    , 421.13812 , 73.49487  , 0.78125   , 7.03125   , -2.34375  , 8.59375   , 2219.8984 , 21        , 17        , 6.27451   
1.397,1397, 29.25     , 24        , 1023.96875, 0         , 15.136719 , 0.9609375 , 1.0146484 , 3         , 493.5375  , 493.2875  , 49373.74  , 49954.824 , 9.617615  , 26.257324 , 5245.6943 , 20.625    , 1.184     , 1.044     , 1009.1063 , 418.98227 , 426.19608 , 425.3669  , 427.1082  , 398.25287 , 179.32906 , 0         , 0         , 0         , 0         , 0         , 0         , 0.99609375, 0.99609375, 106       , 6         , 109       , 99.75     , 420.72354 , 73.31543  , 0         , 7.03125   , -2.34375  , 8.59375   , 2215.8984 , 20.5      , 17        , 5.882353  
1.497,1497, 29.25     , 24        , 1023.96875, 0         , 15.136719 , 0.9511719 , 1.0458984 , 3         , 494.5375  , 494.35    , 52796.574 , 50135.254 , 8.053589  , 26.313782 , 5163.4404 , 20.625    , 1.164     , 1.024     , 1009.1063 , 430.50778 , 426.44482 , 426.6107  , 426.3619  , 398.00412 , 177.78183 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 104.21875 , 6         , 109       , 99.75     , 419.97726 , 73.13599  , 0         , 7.03125   , -1.5625   , 8.59375   , 2209.899  , 20        , 17        , 5.882353  
1.598,1598, 29.25     , 24        , 1023.96875, 0         , 15.136719 , 0.9453125 , 1.0595703 , 3         , 495.6625  , 495.5375  , 52456.945 , 49400.273 , 7.322693  , 26.257324 , 5160.7866 , 20.625    , 1.1240001 , 1.0040001 , 1009.1063 , 430.67365 , 418.40182 , 418.3189  , 418.5677  , 391.03906 , 174.17873 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 102.21875 , 6         , 109       , 99.75     , 414.8364  , 72.95654  , 0         , 7.03125   , -1.5625   , 8.59375   , 2199.8994 , 20.5      , 17        , 5.882353  
1.697,1697, 29.25     , 24        , 1023.96875, 0         , 11.71875  , 0.94140625, 1.0625    , 3         , 496.6625  , 496.4125  , 49946.863 , 49087.176 , 8.322144  , 26.217651 , 5179.3604 , 21        , 1.0040001 , 1.128     , 1009.0234 , 426.85944 , 411.85135 , 411.6026  , 412.183   , 383.41064 , 169.28273 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 95.65625  , 6         , 109       , 124.875   , 231.3399  , 72.7771   , 0         , 6.25      , 0         , 8.59375   , 2189.8997 , 21.5      , 17        , 1.5686275 
1.797,1797, 29.25     , 24        , 1023.96875, 0         , 0         , 0.9824219 , 1.0039062 , 4         , 497.475   , 497.0375  , 54340.83  , 46258.69  , 0         , 25.694275 , 5205.894  , -6.375    , 0.776     , 0.82800007, 1008.9405 , 336.97684 , 325.28546 , 324.6221  , 326.0317  , 292.11844 , 117.03759 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 43.53125  , 6         , 109       , 124.875   , 233.16408 , 72.59766  , -1.5625   , 6.25      , -0.78125  , 7.8125    , 2131.9023 , -13       , 17        , 2.745098  
1.897,1897, 29.25     , 24        , 1023.96875, 0         , 0         , 1.0009766 , 0.9628906 , 4         , 497.4125  , 497.1     , 50923.3   , 37712.22  , 0         , 25.44403  , 5229.7744 , -17.25    , 0.60800004, 0.624     , 1009.0234 , 277.85663 , 283.57794 , 282.99753 , 284.15836 , 259.36603 , 98.810074 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 20.84375  , 6         , 109       , 124.875   , 228.0232  , 72.41821  , -2.34375  , 6.25      , -1.5625   , 7.8125    , 2076.905  , -20.5     , 17        , 2.745098  
1.997,1997, 29.25     , 24        , 1023.96875, 0         , 0         , 1.1035156 , 1.0039062 , 4         , 494.0375  , 493.7875  , 46168.48  , 36101.63  , 0         , 25.369263 , 5312.0283 , -20.25    , 0.61200005, 0.61200005, 1008.9405 , 258.03934 , 270.55988 , 270.2282  , 270.9745  , 248.17215 , 91.47668  , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 13.625    , 6         , 108       , 124.875   , 233.16408 , 72.23877  , 0.78125   , 6.25      , 4.6875    , 7.8125    , 2081.9048 , -17.5     , 17        , 2.745098  
2.097,2097, 29.25     , 24        , 1023.96875, 0         , 0         , 1.1708984 , 1.1035156 , 4         , 492.1     , 491.85    , 41063.414 , 36611.074 , 1.1901855 , 25.344849 , 5404.896  , -16.875   , 0.64000005, 0.684     , 1008.85754, 249.49884 , 261.02438 , 260.36102 , 261.77063 , 239.8804  , 88.48821  , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 13.1875   , 6         , 108       , 124.875   , 230.42781 , 72.059326 , 5.46875   , 6.25      , 0.78125   , 7.8125    , 2131.9023 , -16.5     , 17        , 2.745098  
2.197,2197, 29.25     , 24        , 1023.96875, 0         , 0         , 1.0039062 , 0.96875   , 5         , 489.225   , 488.975   , 35501.97  , 35000.484 , 2.2109985 , 25.099182 , 5471.23   , -17.25    , 0.64400005, 0.648     , 1008.9405 , 243.52878 , 252.73262 , 252.31804 , 253.1472  , 230.26198 , 84.757935 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 6.6875    , 6         , 108       , 124.875   , 232.00323 , 71.87988  , 3.125     , 5.46875   , 0         , 7.8125    , 2152.9014 , -20.5     , 17        , 2.745098  
2.297,2297, 29.25     , 24        , 1023.96875, 0         , 0         , 0.99316406, 0.89941406, 5         , 486.1     , 485.9125  , 30651.625 , 35000.484 , 5.7250977 , 25.065613 , 5521.644  , -20.25    , 0.67600006, 0.688     , 1008.85754, 240.12915 , 247.59174 , 247.17714 , 248.00632 , 225.95026 , 82.574875 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 5         , 6         , 108       , 124.875   , 233.57867 , 71.70044  , 0         , 5.46875   , 0         , 7.8125    , 2146.9016 , -20.5     , 17        , 2.745098  
2.397,2397, 29.25     , 24        , 1023.96875, 0         , 0         , 1.1982422 , 0.9794922 , 5         , 482.85    , 482.6     , 32466.523 , 35000.484 , 3.5446167 , 24.935913 , 5537.564  , -20.25    , 0.652     , 0.66      , 1008.7746 , 239.29999 , 246.34798 , 245.85046 , 246.92839 , 224.37483 , 82.723236 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 3.71875   , 6         , 107       , 124.875   , 231.25699 , 71.520996 , 0         , 5.46875   , 0         , 7.8125    , 2141.9019 , -20.5     , 17        , 2.745098  
2.496,2496, 29.25     , 24        , 1023.96875, 0         , 0         , 1.0839844 , 1.1923828 , 5         , 479.6625  , 479.4125  , 31028.402 , 35000.484 , 4.145813  , 24.871826 , 5503.0703 , -20.25    , 0.66      , 0.68      , 1008.6917 , 239.8804  , 245.27005 , 245.27005 , 245.27005 , 223.71149 , 81.85425  , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 1.25      , 6         , 107       , 124.875   , 231.09114 , 71.34155  , 0         , 5.46875   , 0         , 7.8125    , 2137.902  , -20.5     , 17        , 2.745098  
2.598,2598, 29.25     , 24.75     , 1023.96875, 0         , 0         , 1.1953125 , 1.3789062 , 5         , 476.5375  , 476.4125  , 30656.932 , 35000.484 , 2.9266357 , 24.871826 , 5508.377  , -20.25    , 0.652     , 0.67200005, 1008.60876, 239.96332 , 240.70958 , 239.71457 , 241.70459 , 218.98518 , 79.05653  , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 6         , 107       , 124.875   , 323.5442  , 71.16211  , 0         , 5.46875   , 0         , 7.8125    , 2133.9023 , -20.5     , 17        , 5.490196  
2.697,2697, 29.25     , 24.75     , 1023.96875, 0         , 0         , 1.7578125 , 1.6953125 , 5         , 473.725   , 473.5375  , 30672.852 , 35000.484 , 2.4276733 , 24.871826 , 5524.2974 , -20.25    , 0.99600005, 0.82400006, 1008.60876, 258.70267 , 276.3641  , 275.7837  , 276.94455 , 259.86353 , 103.30337 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 6         , 107       , 117.75    , 323.79294 , 70.982666 , 0         , 6.25      , 0         , 7.8125    , 2130.9023 , -20.5     , 17        , 4.7058825 
2.796,2796, 29.25     , 24.75     , 1023.96875, 0         , 0         , 2.7695312 , 2.756836  , 5         , 471.0375  , 470.9125  , 30205.86  , 35000.484 , 3.3996582 , 24.871826 , 5532.2573 , -20.25    , 1.148     , 1.1520001 , 1008.5259 , 299.08353 , 311.68698 , 311.18948 , 312.2674  , 289.9626  , 114.960495, 0         , 0         , 0         , 0         , 0         , 0         , 0.99902344, 0.99902344, 0         , 6         , 107       , 117.75    , 319.3154  , 70.80322  , 0         , 6.25      , 0         , 7.8125    , 2122.9028 , -20.5     , 17        , 4.3137255 
2.897,2897, 29.25     , 24.75     , 1023.96875, 0         , 0         , 4         , 4         , 5         , 469.6     , 469.4125  , 31426.406 , 35000.484 , 2.645874  , 24.871826 , 5540.2173 , -20.25    , 1.0480001 , 1.072     , 1008.60876, 310.02863 , 315.83286 , 315.5841  , 316.0816  , 292.94763 , 115.80829 , 0         , 0         , 0         , 0         , 0         , 0         , 0.99902344, 0.99902344, 0         , 5         , 106       , 117.75    , 323.6271  , 70.62378  , 0         , 6.25      , 0         , 7.8125    , 2117.903  , -20.5     , 17        , 9.411765  
2.996,2996, 29.25     , 24.75     , 100       , 100       , 0         , 4         , 4         , 4         , 469.725   , 469.6     , 32646.951 , 35000.484 , 6.7214966 , 24.99237  , 5542.8706 , -20.25    , 1.3920001 , 1.4440001 , 1008.5259 , 341.5373  , 376.1139  , 375.45056 , 376.77725 , 367.49048 , 158.93967 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 99.9375   , 5         , 106       , 94.875    , 521.8     , 70.444336 , 0         , 7.03125   , 0         , 8.59375   , 2121.9028 , 9.5       , 17        , 7.8431373 
3.097,3097, 29.25     , 24.75     , 216.21875 , 216.21875 , 0         , 4         , 4         , 4         , 451.1     , 450.975   , 32832.688 , 49010.227 , 34.413147 , 26.01471  , 5476.5366 , 8.25      , 2.328     , 2.3920002 , 1008.60876, 445.5988  , 472.38113 , 471.80072 , 472.96158 , 438.1362  , 203.32155 , 0         , 0         , 0         , 0         , 0         , 0         , 0.8886719 , 0.8886719 , 120.9375  , 5         , 106       , 101.25    , 377.6064  , 70.26489  , 0         , 7.03125   , 0         , 8.59375   , 2340.8928 , 9.5       , 17        , 5.098039  
3.196,3196, 29.25     , 24.75     , 184.4375  , 184.4375  , 0         , 1.1552734 , 0.9873047 , 4         , 461.1     , 460.975   , 50530.605 , 53948.133 , 14.631653 , 25.889587 , 5142.2134 , 10.5      , 1.552     , 1.608     , 1008.5259 , 435.39993 , 431.25406 , 430.75656 , 431.83447 , 383.82523 , 177.56989 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9091797 , 0.91308594, 88.3125   , 5         , 106       , 124.875   , 261.77063 , 70.08545  , 0         , 7.03125   , 0         , 8.59375   , 2553.883  , -12.5     , 17        , 3.5294118 
3.297,3297, 29.25     , 24.75     , 69.15625  , 69.15625  , 0         , 0.79785156, 0.76953125, 4         , 470.4125  , 470.2875  , 61451.836 , 47052.047 , 0         , 25.550842 , 4813.197  , -15       , 0.86800003, 0.896     , 1008.44293, 336.4793  , 340.87396 , 339.87894 , 341.86896 , 298.0885  , 127.35944 , 0         , 0         , 0         , 0         , 0         , 0         , 0.99902344, 0.99902344, 50.96875  , 5         , 106       , 124.875   , 267.40903 , 69.906006 , 0         , 7.03125   , 0         , 7.8125    , 2610.8804 , -7        , 17        , 4.3137255 
3.396,3396, 29.25     , 24.75     , 50.5      , 50.5      , 0         , 0.828125  , 0.80566406, 4         , 480.0375  , 479.975   , 52271.207 , 42374.17  , 0         , 25.598145 , 4805.2363 , -7.5      , 0.69200003, 0.72      , 1008.36005, 294.2743  , 303.14648 , 302.56604 , 303.8098  , 268.40402 , 108.98357 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 48.34375  , 5         , 105       , 124.875   , 271.472   , 69.72656  , 0         , 7.03125   , 0         , 7.8125    , 2641.8792 , -6.5      , 17        , 4.3137255 
3.496,3496, 29.25     , 24.75     , 48        , 48        , 0         , 0.87109375, 0.8779297 , 4         , 485.35    , 485.1     , 44470.33  , 39662.438 , 4.370117  , 25.671387 , 4935.251  , -5.625    , 0.72      , 0.72800004, 1008.2771 , 282.5     , 288.05548 , 287.39215 , 288.80176 , 253.72763 , 102.413185, 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 46.28125  , 5         , 105       , 124.875   , 274.37408 , 69.54712  , 0         , 6.25      , 0         , 7.8125    , 2634.8794 , -4        , 17        , 4.3137255 
3.597,3597, 29.25     , 24.75     , 48        , 48        , 0         , 0.9199219 , 0.90527344, 4         , 489.9125  , 489.6     , 41185.47  , 38391.477 , 2.5848389 , 25.714111 , 5081.186  , -20.25    , 0.688     , 0.72      , 1008.36005, 279.26624 , 280.26123 , 279.84665 , 280.6758  , 246.51381 , 98.78888  , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 13.5625   , 5         , 105       , 124.875   , 233.08116 , 69.367676 , 0         , 6.25      , 0         , 7.8125    , 2592.8813 , -20.5     , 17        , 3.5294118 
3.696,3696, 29.25     , 24.75     , 1023.96875, 0         , 0         , 1.0439453 , 0.9765625 , 5         , 493.475   , 493.225   , 36266.137 , 35000.484 , 2.090454  , 25.456238 , 5203.2407 , -20.25    , 0.684     , 0.69200003, 1008.44293, 262.84857 , 258.7856  , 258.20517 , 259.44894 , 229.34988 , 88.46702  , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 5.4375    , 5         , 105       , 124.875   , 232.83241 , 69.18823  , 0         , 5.46875   , 0         , 7.8125    , 2575.882  , -20.5     , 17        , 3.5294118 
3.796,3796, 29.25     , 24.75     , 1023.96875, 0         , 0         , 1.5126953 , 0.9238281 , 5         , 494.725   , 494.5375  , 29866.23  , 35000.484 , 5.8898926 , 25.22583  , 5354.4824 , -20.25    , 0.712     , 0.73600006, 1008.5259 , 249.08424 , 245.1042  , 243.86044 , 246.34798 , 215.00514 , 82.511284 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 3.3125    , 5         , 105       , 124.875   , 232.7495  , 69.00879  , 0         , 5.46875   , 0         , 7.8125    , 2581.8818 , -20.5     , 17        , 3.5294118 
3.896,3896, 29.25     , 24.75     , 1023.96875, 0         , 0         , 1.2919922 , 1.0898438 , 5         , 494.1625  , 493.975   , 31559.074 , 35000.484 , 1.6082764 , 25.041199 , 5412.856  , -20.25    , 0.748     , 0.684     , 1008.60876, 241.12416 , 241.45584 , 240.7925  , 242.11917 , 212.02011 , 80.582565 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 1.03125   , 5         , 104       , 124.875   , 233.49576 , 68.829346 , 0         , 5.46875   , 0         , 7.8125    , 2595.881  , -20.5     , 17        , 7.8431373 
3.996,3996, 29.25     , 24.75     , 1023.96875, 0         , 0         , 1.9697266 , 1.5068359 , 5         , 492.0375  , 491.9125  , 29850.309 , 35000.484 , 2.9541016 , 25.041199 , 5457.9634 , -20.25    , 0.91600007, 0.94000006, 1008.6917 , 246.76256 , 279.34915 , 279.26624 , 279.43207 , 258.61975 , 112.18398 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 5         , 104       , 106.125   , 355.13577 , 68.6499   , 0         , 7.03125   , 0         , 7.8125    , 2597.881  , -20.5     , 17        , 6.666667  
4.097,4097, 30        , 24.75     , 1023.96875, 0         , 0         , 2.5429688 , 2.7138672 , 5         , 489.9125  , 489.7875  , 29452.305 , 35000.484 , 4.4174194 , 25.041199 , 5492.457  , -20.25    , 1.376     , 1.4000001 , 1008.7746 , 315.16953 , 349.5803  , 348.75113 , 350.49237 , 316.9937  , 145.86249 , 0         , 0         , 0         , 0         , 0         , 0         , 0.99902344, 0.99902344, 0         , 5         , 104       , 106.125   , 337.05975 , 68.47046  , 0         , 7.03125   , 0         , 8.59375   , 2587.8816 , -20.5     , 17        , 5.882353  
4.196,4196, 30        , 24.75     , 1023.96875, 0         , 0         , 4         , 4         , 5         , 490.4125  , 490.35    , 29712.334 , 35000.484 , 4.4265747 , 25.041199 , 5553.4844 , -20.25    , 1.5000001 , 1.5320001 , 1008.85754, 347.00986 , 370.64136 , 370.30966 , 370.97302 , 333.5772  , 153.68336 , 0         , 0         , 0         , 0         , 0         , 0         , 0.99902344, 0.99902344, 0         , 5         , 104       , 107.25    , 333.32846 , 68.291016 , 0         , 6.25      , 0         , 8.59375   , 2580.8818 , -20.5     , 17        , 5.490196  
4.296,4296, 30        , 24.75     , 1023.96875, 0         , 0         , 4         , 4         , 5         , 496.0375  , 495.975   , 36420.03  , 35000.484 , 0         , 25.041199 , 5503.0703 , -20.25    , 1.296     , 1.3240001 , 1008.9405 , 354.30658 , 363.7592  , 363.09586 , 364.42252 , 326.94382 , 147.72763 , 0         , 0         , 0         , 0         , 0         , 0         , 0.99902344, 0.99902344, 0         , 5         , 103       , 107.25    , 335.73306 , 68.11157  , 0         , 6.25      , 0         , 8.59375   , 2578.8818 , -20.5     , 17        , 5.098039  
4.397,4397, 30        , 24.75     , 1023.96875, 0         , 0         , 4         , 4         , 5         , 501.5375  , 501.4125  , 36887.023 , 35000.484 , 0         , 25.041199 , 5495.1104 , -20.25    , 1.248     , 1.276     , 1009.0234 , 351.81906 , 351.23865 , 350.82407 , 351.73615 , 316.9937  , 141.83548 , 0         , 0         , 0         , 0         , 0         , 0         , 0.99902344, 0.99902344, 0         , 5         , 103       , 107.25    , 333.82596 , 68.11157  , 0         , 6.25      , 0         , 8.59375   , 2575.882  , -20.5     , 17        , 5.098039  
