Time, Milliseconds, "tia"       , "TIA_AM_SCHA"           , "tqi_gs_fast_dec", "tqi_gs_fast_inc", "pv_av"     , "LAMB_LS_UP[1]"           , "LAMB_LS_UP[2]"           , "state_eng" , "teg_dyn_up_cat[1]", "TEG_DYN_UP_CAT[2]"           , "fup"       , "fup_sp"    , "pump_vol_vcv", "efppwm"    , "fup_efp"   , "iga_av_mv" , "TI_1_HOM[0]"           , "TI_1_HOM[3]"           , "amp_mes"   , "map"       , "map_mes"   , "map_1_mes" , "map_2_mes" , "pdt_mes"   , "maf"       , "iga_ad_1_knk[0]", "iga_ad_1_knk[1]", "iga_ad_1_knk[2]", "iga_ad_1_knk[3]", "iga_ad_1_knk[4]", "iga_ad_1_knk[5]", "lamb_sp[1]", "LAMB_SP[2]"           , "tqi_av"    , "gear"      , "vs"        , "CAM_SP_IVVT_IN"           , "map_sp"    , "rfp_sp"    , "Short Term Fuel Trim - Bank 1"           , "Long Term Fuel Trim - Bank 1"           , "Short Term Fuel Trim - Bank 2"           , "Long Term Fuel Trim - Bank 2"           , "Engine RPM"           , "Ignition Timing Advance for #1 Cylinder"           , "Ambient air temperature"           , "Commanded Throttle Actuator Control"           
Sec.ms, ms, Â°C       , Â°C       , Nm        , Nm        , %         ,           ,           , -         , Â°C       , Â°C       , hPa       , hPa       , %         , %         , hPa       , Â°        , ms        , ms        , hPa       , hPa       , hPa       , hPa       , hPa       , hPa       , mg/stroke , Â°        , Â°        , Â°        , Â°        , Â°        , Â°        ,           ,           , Nm        ,           , km/h      , Â°        , hPa       , Â°        , %         , %         , %         , %         , 1/min     , Â°        , Â°C       , %         
Timestamp, Timestamp Milliseconds,           , Param_TIAAMSCHA,           ,           ,           , Param_LAMBLSUP1, Param_LAMBLSUP2,           ,           , Param_TEGDYNUPCAT2,           ,           ,           ,           ,           ,           , Param_TI1HOM0, Param_TI1HOM3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           , Param_LAMBSP2,           ,           ,           , Param_CAMSPIVVTIN,           ,           , Param_ShortTermFuelTrimBank1, Param_LongTermFuelTrimBank1, Param_ShortTermFuelTrimBank2, Param_LongTermFuelTrimBank2, Param_EnginRPM, Param_IgnitTiminAdvanFor1Cylin, Param_AmbieAirTempe, Param_CommaThrotActuaContr
0.000,0, 36.75     , 32.25     , 1023.96875, 0         , 0         , 1.0009766 , 0.98046875, 2         , 380.725   , 380.6     , 41779.82  , 42082.305 , 10.678101 , 24.349976 , 5136.9067 , 0.375     , 1.0320001 , 1.0400001 , 1012.423  , 437.22412 , 438.5508  , 438.30203 , 438.79956 , 433.4099  , 157.26529 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.84375  , 0         , 0         , 127.875   , 447.17422 , 75.67383  , 5.46875   , 0         , 4.6875    , 4.6875    , 690.9684  , -0.5      , 16        , 1.1764706 
0.096,96, 36.75     , 32.25     , 1023.96875, 0         , 0         , 1.0058594 , 0.98828125, 2         , 380.2875  , 380.225   , 41732.06  , 42281.305 , 10.896301 , 24.33319  , 5118.333  , -0.75     , 1.056     , 1.0600001 , 1012.423  , 440.54083 , 443.36002 , 443.02835 , 443.7746  , 438.21912 , 159.91463 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.875    , 0         , 0         , 127.875   , 444.10626 , 75.85327  , 5.46875   , 0         , 4.6875    , 5.46875   , 695.96814 , -1        , 16        , 1.1764706 
0.196,196, 36.75     , 32.25     , 1023.96875, 0         , 0         , 1.0039062 , 0.9941406 , 2         , 379.975   , 379.85    , 41721.445 , 42427.24  , 11.099243 , 24.32251  , 5123.6396 , -1.5      , 1.0960001 , 1.08      , 1012.423  , 444.43793 , 445.1013  , 444.93546 , 445.26712 , 439.62872 , 161.6738  , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.28125  , 0         , 0         , 127.875   , 442.365   , 76.032715 , 5.46875   , 0.78125   , 5.46875   , 5.46875   , 700.9679  , -2        , 16        , 1.1764706 
0.296,296, 36.75     , 32.25     , 1023.96875, 0         , 0         , 1.0058594 , 0.99902344, 2         , 379.6625  , 379.6     , 41689.605 , 42533.375 , 11.199951 , 24.327087 , 5147.52   , -2.25     , 1.064     , 1.056     , 1012.423  , 443.44293 , 440.70667 , 440.0433  , 441.37    , 433.8245  , 157.28648 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 64.125    , 0         , 0         , 127.875   , 438.9654  , 76.21216  , 5.46875   , 0.78125   , 5.46875   , 6.25      , 709.9675  , -2.5      , 16        , 1.1764706 
0.396,396, 36.75     , 32.25     , 1023.96875, 0         , 0         , 1.0039062 , 1.0039062 , 2         , 379.475   , 379.4125  , 41880.65  , 42384.785 , 10.897827 , 24.339294 , 5147.52   , -3.375    , 1.036     , 1.0480001 , 1012.423  , 439.5458  , 434.6537  , 434.15616 , 435.2341  , 427.1911  , 153.87411 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 61.71875  , 0         , 0         , 127.875   , 430.9224  , 76.3916   , 5.46875   , 0.78125   , 4.6875    , 5.46875   , 712.96735 , -4        , 16        , 1.1764706 
0.496,496, 36.75     , 32.25     , 1023.96875, 0         , 0         , 0.99316406, 0.9970703 , 2         , 379.35    , 379.2875  , 42061.074 , 42143.332 , 10.560608 , 24.357605 , 5123.6396 , -3.375    , 1.008     , 1.0200001 , 1012.423  , 435.98035 , 428.10318 , 427.6886  , 428.6007  , 421.38687 , 150.99162 , 0         , 0         , 0         , 0         , 0         , 0         , 0.99902344, 0.99902344, 61.46875  , 0         , 0         , 127.875   , 437.47287 , 76.571045 , 5.46875   , 0         , 4.6875    , 5.46875   , 700.9679  , -2.5      , 16        , 1.1764706 
0.596,596, 36.75     , 32.25     , 1023.96875, 0         , 0         , 0.99121094, 0.99121094, 2         , 379.35    , 379.2875  , 42103.53  , 41737.367 , 10.13031  , 24.388123 , 5120.9863 , -1.5      , 0.9760001 , 0.984     , 1012.423  , 431.58572 , 424.3719  , 423.8744  , 424.95233 , 418.40182 , 149.67755 , 0         , 0         , 0         , 0         , 0         , 0         , 0.99902344, 0.99902344, 64.15625  , 0         , 0         , 127.875   , 445.1013  , 76.75049  , 5.46875   , -0.78125  , 4.6875    , 4.6875    , 700.9679  , 1         , 16        , 1.5686275 
0.696,696, 36.75     , 32.25     , 1023.96875, 0         , 0         , 0.98535156, 0.98828125, 2         , 379.225   , 379.1625  , 42018.62  , 41607.35  , 10.038757 , 24.406433 , 5147.52   , 5.25      , 0.99600005, 0.98800004, 1012.423  , 432.74658 , 430.67365 , 430.67365 , 430.67365 , 426.94235 , 154.72191 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 69.4375   , 0         , 0         , 127.875   , 456.29514 , 76.92993  , 5.46875   , 0         , 4.6875    , 4.6875    , 704.9677  , 12.5      , 16        , 1.9607843 
0.796,796, 36.75     , 32.25     , 1023.96875, 0         , 0         , 0.98046875, 0.98828125, 2         , 378.85    , 378.7875  , 42018.62  , 42209.664 , 10.783386 , 24.345398 , 5150.1733 , -5.25     , 1.072     , 1.0760001 , 1012.423  , 444.6038  , 446.26212 , 446.01337 , 446.5938  , 440.9554  , 162.4792  , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 63.34375  , 0         , 0         , 127.875   , 441.37    , 76.87866  , 5.46875   , 0.78125   , 4.6875    , 5.46875   , 695.96814 , -5        , 16        , 1.1764706 
0.896,896, 36.75     , 32.25     , 1023.96875, 0         , 0         , 0.9794922 , 0.99121094, 2         , 377.6     , 377.5375  , 41885.953 , 42228.24  , 10.903931 , 24.334717 , 5128.9463 , -3        , 1.0320001 , 1.044     , 1012.423  , 446.5938  , 444.52087 , 444.02335 , 445.01837 , 438.5508  , 159.21521 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.9375   , 0         , 0         , 127.875   , 451.56885 , 76.69922  , 5.46875   , 0         , 4.6875    , 4.6875    , 685.9686  , -0.5      , 17        , 1.1764706 
0.996,996, 36.75     , 32.25     , 1023.96875, 0         , 0         , 0.984375  , 0.99902344, 2         , 377.6625  , 377.6     , 41859.42  , 42063.73  , 10.725403 , 24.35608  , 5134.2534 , 1.125     , 1.0040001 , 1.0480001 , 1012.423  , 445.1842  , 441.70166 , 441.28708 , 442.19916 , 435.7316  , 157.41365 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 67.3125   , 0         , 0         , 127.875   , 451.56885 , 76.519775 , 5.46875   , 0         , 5.46875   , 5.46875   , 684.9686  , 1.5       , 17        , 1.5686275 
1.096,1096, 36.75     , 32.25     , 1023.96875, 0         , 0         , 0.98828125, 1.0058594 , 2         , 377.4125  , 377.4125  , 41774.51  , 42116.797 , 10.7925415, 24.351501 , 5155.48   , 1.5       , 1.016     , 1.0840001 , 1012.423  , 442.19916 , 441.70166 , 441.61874 , 441.8675  , 436.39493 , 158.68533 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 67.15625  , 0         , 0         , 127.875   , 444.355   , 76.34033  , 5.46875   , 0         , 5.46875   , 5.46875   , 696.9681  , 0         , 17        , 1.1764706 
1.196,1196, 36.75     , 32.25     , 1023.96875, 0         , 0         , 0.9902344 , 1.0087891 , 2         , 377.1     , 377.0375  , 41774.51  , 42366.21  , 10.961914 , 24.342346 , 5150.1733 , -2.25     , 1.024     , 1.092     , 1012.423  , 441.61874 , 443.2771  , 443.02835 , 443.60876 , 438.1362  , 158.34622 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 64.75     , 0         , 0         , 127.875   , 442.28207 , 76.16089  , 5.46875   , 0.78125   , 4.6875    , 6.25      , 704.9677  , -3.5      , 17        , 1.5686275 
1.296,1296, 36.75     , 33        , 1023.96875, 0         , 0         , 0.99316406, 0.9970703 , 2         , 376.85    , 376.85    , 41859.42  , 42427.24  , 11.14502  , 24.324036 , 5123.6396 , -4.125    , 1.036     , 1.1       , 1012.423  , 441.8675  , 446.1792  , 445.6817  , 446.67673 , 440.70667 , 160.19017 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 64.53125  , 0         , 0         , 127.875   , 446.51086 , 75.95581  , 5.46875   , 0         , 4.6875    , 5.46875   , 697.968   , -3.5      , 17        , 1.5686275 
1.396,1396, 36.75     , 32.25     , 1023.96875, 0         , 0         , 0.9970703 , 0.9941406 , 2         , 376.9125  , 376.9125  , 41923.1   , 42427.24  , 11.135864 , 24.316406 , 5123.6396 , -2.625    , 1.052     , 1.1120001 , 1012.423  , 444.6867  , 447.75464 , 447.5059  , 448.0034  , 442.53085 , 162.09769 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.6875   , 0         , 0         , 127.875   , 443.36002 , 75.77637  , 5.46875   , 0         , 4.6875    , 5.46875   , 693.96826 , -2.5      , 17        , 1.1764706 
1.496,1496, 36.75     , 33        , 1023.96875, 0         , 0         , 1.0039062 , 0.98535156, 2         , 376.9125  , 376.9125  , 41997.395 , 42647.47  , 11.38916  , 24.298096 , 5144.8667 , -2.25     , 1.0040001 , 1.028     , 1012.423  , 447.75464 , 450.24216 , 449.82758 , 450.7397  , 444.85254 , 163.92044 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 67        , 0         , 0         , 127.875   , 445.93045 , 75.596924 , 5.46875   , 0.78125   , 4.6875    , 5.46875   , 696.9681  , -2.5      , 17        , 1.1764706 
1.596,1596, 36.75     , 33        , 1023.96875, 0         , 0         , 1.0087891 , 0.984375  , 2         , 376.85    , 376.7875  , 42018.62  , 42573.176 , 11.289978 , 24.299622 , 5144.8667 , -2.25     , 1.0120001 , 1.0120001 , 1012.423  , 450.408   , 450.90552 , 450.57385 , 451.3201  , 445.01837 , 162.60637 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.53125  , 0         , 0         , 127.875   , 441.70166 , 75.41748  , 5.46875   , 0.78125   , 4.6875    , 5.46875   , 693.96826 , -2.5      , 17        , 1.1764706 
1.696,1696, 36.75     , 33        , 1023.96875, 0         , 0         , 1.0058594 , 0.9794922 , 2         , 376.7875  , 376.725   , 42167.21  , 42374.17  , 11.03363  , 24.31488  , 5120.9863 , -0.375    , 0.9760001 , 0.98      , 1012.423  , 446.51086 , 444.93546 , 444.52087 , 445.43295 , 437.97037 , 158.64294 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.96875  , 0         , 0         , 127.875   , 450.32507 , 75.23804  , 5.46875   , 0         , 4.6875    , 5.46875   , 694.9682  , 0         , 17        , 1.1764706 
1.796,1796, 36.75     , 33        , 1023.96875, 0         , 0         , 1.0058594 , 0.9746094 , 2         , 376.6625  , 376.6     , 42342.332 , 42199.05  , 10.574341 , 24.34082  , 5118.333  , 0.75      , 0.96000004, 0.92800003, 1012.423  , 440.62375 , 440.29205 , 439.62872 , 441.03833 , 434.15616 , 157.09572 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.03125  , 0         , 0         , 127.875   , 441.20416 , 75.05859  , 5.46875   , 0.78125   , 3.90625   , 5.46875   , 706.96765 , -1        , 17        , 1.1764706 
1.896,1896, 36.75     , 33        , 1023.96875, 0         , 0         , 0.99609375, 0.97753906, 2         , 376.4125  , 376.4125  , 42268.04  , 42236.2   , 10.665894 , 24.337769 , 5142.2134 , -2.625    , 0.96800005, 0.94000006, 1012.423  , 439.79456 , 441.8675  , 441.61874 , 442.11624 , 436.14618 , 158.85489 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 64.71875  , 0         , 0         , 127.875   , 443.8575  , 74.87915  , 5.46875   , 0.78125   , 3.90625   , 5.46875   , 704.9677  , -3        , 17        , 1.1764706 
1.996,1996, 36.75     , 33        , 1023.96875, 0         , 0         , 0.99609375, 0.9765625 , 2         , 376.35    , 376.2875  , 42268.04  , 42262.73  , 10.813904 , 24.327087 , 5139.56   , -3        , 0.9760001 , 0.94400007, 1012.423  , 441.61874 , 443.11127 , 442.6967  , 443.52585 , 438.05328 , 159.19402 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.25     , 0         , 0         , 127.875   , 449.9934  , 74.69971  , 5.46875   , 0.78125   , 3.90625   , 4.6875    , 698.968   , -2        , 17        , 1.5686275 
2.096,2096, 36.75     , 33        , 1023.96875, 0         , 0         , 0.99316406, 0.98535156, 2         , 376.35    , 376.2875  , 42352.945 , 42262.73  , 10.766602 , 24.32251  , 5115.6797 , -1.125    , 0.984     , 0.95600003, 1012.423  , 443.7746  , 447.0084  , 446.5938  , 447.42297 , 441.37    , 161.05914 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 67.5625   , 0         , 0         , 127.875   , 457.0414  , 74.52026  , 5.46875   , 0.78125   , 3.90625   , 4.6875    , 690.9684  , -0.5      , 17        , 1.5686275 
2.196,2196, 36.75     , 33        , 1023.96875, 0         , 0         , 0.99316406, 0.9902344 , 2         , 376.2875  , 376.225   , 42352.945 , 42302.53  , 10.823059 , 24.32251  , 5115.6797 , 0         , 0.99200004, 0.96400005, 1012.423  , 446.75964 , 447.92047 , 447.25714 , 448.58383 , 443.11127 , 161.71619 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 68.03125  , 0         , 0         , 127.875   , 448.66675 , 74.34082  , 5.46875   , 0.78125   , 3.90625   , 5.46875   , 696.9681  , -1        , 17        , 1.1764706 
2.296,2296, 36.75     , 33        , 1023.96875, 0         , 0         , 0.99121094, 0.99902344, 2         , 376.1     , 376.0375  , 42268.04  , 42392.746 , 11.006165 , 24.31488  , 5136.9067 , -1.125    , 0.98800004, 0.984     , 1012.423  , 448.5009  , 450.7397  , 450.15924 , 451.403   , 444.85254 , 163.17863 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 67.78125  , 0         , 0         , 127.875   , 449.24716 , 74.16138  , 6.25      , 0.78125   , 3.90625   , 5.46875   , 697.968   , -1        , 17        , 1.1764706 
2.396,2396, 36.75     , 33        , 1023.96875, 0         , 0         , 0.9902344 , 1.0058594 , 2         , 375.975   , 375.9125  , 42268.04  , 42464.387 , 11.053467 , 24.311829 , 5136.9067 , -1.125    , 0.984     , 1.008     , 1012.423  , 450.4909  , 450.90552 , 450.4909  , 451.403   , 445.76462 , 162.26726 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 67.03125  , 0         , 0         , 127.875   , 452.14926 , 73.98193  , 6.25      , 0.78125   , 3.90625   , 5.46875   , 700.9679  , -2.5      , 17        , 1.1764706 
2.496,2496, 36.75     , 33        , 1023.96875, 0         , 0         , 0.9902344 , 1.0117188 , 2         , 375.7875  , 375.7875  , 42225.586 , 42573.176 , 11.170959 , 24.301147 , 5113.0264 , -3        , 0.984     , 1.016     , 1012.423  , 451.8176  , 452.56387 , 452.06635 , 453.06137 , 446.67673 , 163.6873  , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.53125  , 0         , 0         , 127.875   , 453.2272  , 73.80249  , 6.25      , 0.78125   , 3.90625   , 5.46875   , 698.968   , -2.5      , 17        , 1.1764706 
2.596,2596, 36.75     , 33        , 1023.96875, 0         , 0         , 0.9902344 , 1.0087891 , 2         , 375.7875  , 375.725   , 42220.277 , 42663.39  , 11.282349 , 24.302673 , 5107.7197 , -3        , 0.98      , 1.0320001 , 1012.423  , 453.31012 , 452.56387 , 452.3151  , 452.89554 , 447.0084  , 163.26341 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.4375   , 0         , 0         , 127.875   , 446.92548 , 73.62305  , 6.25      , 0.78125   , 3.90625   , 6.25      , 703.9678  , -3        , 17        , 1.1764706 
2.696,2696, 36.75     , 33        , 1023.96875, 0         , 0         , 0.9902344 , 0.99902344, 2         , 375.725   , 375.6625  , 42252.117 , 42774.832 , 11.3723755, 24.298096 , 5128.9463 , -3.75     , 0.9760001 , 1.036     , 1012.423  , 453.80762 , 453.1443  , 452.7297  , 453.55887 , 447.25714 , 163.11504 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 65.1875   , 0         , 0         , 127.875   , 446.26212 , 73.4436   , 5.46875   , 1.5625    , 3.90625   , 6.25      , 709.9675  , -4        , 17        , 1.1764706 
2.796,2796, 36.75     , 33        , 1023.96875, 0         , 0         , 0.99316406, 0.99609375, 2         , 375.725   , 375.6625  , 42268.04  , 42719.11  , 11.280823 , 24.299622 , 5120.9863 , -3.75     , 0.9760001 , 1.028     , 1012.423  , 453.97345 , 452.398   , 451.98343 , 452.89554 , 446.34503 , 162.56398 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 65.25     , 0         , 0         , 127.875   , 446.92548 , 73.26416  , 5.46875   , 1.5625    , 3.90625   , 6.25      , 703.9678  , -4        , 17        , 1.1764706 
2.896,2896, 36.75     , 33        , 1023.96875, 0         , 0         , 0.99609375, 0.99316406, 2         , 375.7875  , 375.725   , 42352.945 , 42737.684 , 11.262512 , 24.301147 , 5094.4526 , -3.75     , 0.9760001 , 1.0320001 , 1012.423  , 454.13928 , 452.48093 , 452.06635 , 452.97845 , 447.0084  , 162.98787 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 64.59375  , 0         , 0         , 127.875   , 448.74966 , 73.08472  , 5.46875   , 0.78125   , 3.90625   , 5.46875   , 702.96783 , -4.5      , 17        , 1.1764706 
2.996,2996, 36.75     , 33        , 1023.96875, 0         , 0         , 0.9970703 , 0.98828125, 2         , 375.85    , 375.7875  , 42416.625 , 42557.254 , 11.117554 , 24.302673 , 5086.4927 , -3.375    , 0.984     , 1.024     , 1012.423  , 454.47095 , 452.06635 , 451.403   , 452.7297  , 446.1792  , 163.47536 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 65.71875  , 0         , 0         , 127.875   , 454.3051  , 72.90527  , 5.46875   , 0.78125   , 3.90625   , 5.46875   , 699.96796 , -3        , 17        , 1.1764706 
3.096,3096, 36.75     , 33        , 1023.96875, 0         , 0         , 1.0009766 , 0.98535156, 2         , 375.9125  , 375.85    , 42437.85  , 42681.96  , 11.126709 , 24.307251 , 5105.0664 , -2.625    , 0.99200004, 0.99600005, 1012.423  , 454.38803 , 452.48093 , 452.23218 , 452.81262 , 447.0084  , 162.77592 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.09375  , 0         , 0         , 127.875   , 446.34503 , 72.72583  , 5.46875   , 1.5625    , 3.90625   , 6.25      , 702.96783 , -3        , 17        , 1.1764706 
3.196,3196, 36.75     , 33        , 1023.96875, 0         , 0         , 1.0039062 , 0.9794922 , 2         , 375.85    , 375.7875  , 42437.85  , 42501.535 , 11.026001 , 24.316406 , 5107.7197 , -3.375    , 1.0040001 , 0.99600005, 1012.423  , 454.05637 , 451.8176  , 451.3201  , 452.398   , 446.01337 , 162.73354 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.5625   , 0         , 0         , 127.875   , 451.23718 , 72.54639  , 5.46875   , 0.78125   , 3.90625   , 5.46875   , 703.9678  , -2.5      , 17        , 1.1764706 
3.296,3296, 36.75     , 33        , 1023.96875, 0         , 0         , 1.0039062 , 0.97753906, 2         , 375.85    , 375.7875  , 42565.215 , 42557.254 , 11.117554 , 24.310303 , 5089.146  , -3        , 1.016     , 0.984     , 1012.423  , 453.7247  , 452.48093 , 452.23218 , 452.81262 , 447.0084  , 162.98787 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.3125   , 0         , 0         , 127.875   , 452.48093 , 72.36694  , 5.46875   , 0.78125   , 3.125     , 5.46875   , 702.96783 , -2.5      , 17        , 1.1764706 
3.396,3396, 36.75     , 33        , 1023.96875, 0         , 0         , 0.99902344, 0.9746094 , 2         , 375.7875  , 375.6625  , 42384.785 , 42554.6   , 11.026001 , 24.328613 , 5089.146  , -2.25     , 1.016     , 0.9760001 , 1012.423  , 453.47595 , 451.9005  , 451.48593 , 452.398   , 446.01337 , 163.07265 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 66.59375  , 0         , 0         , 127.875   , 452.97845 , 72.1875   , 5.46875   , 1.5625    , 3.125     , 6.25      , 706.96765 , -2.5      , 17        , 1.5686275 
3.496,3496, 36.75     , 33        , 1023.96875, 0         , 0         , 0.99316406, 0.9794922 , 2         , 375.725   , 375.6     , 42273.344 , 42626.242 , 11.209106 , 24.32251  , 5113.0264 , -3        , 1.008     , 0.97200006, 1012.423  , 452.81262 , 451.9005  , 451.56885 , 452.23218 , 446.1792  , 163.13623 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 65.71875  , 0         , 0         , 127.875   , 446.92548 , 72.00806  , 5.46875   , 1.5625    , 3.125     , 6.25      , 710.96747 , -3.5      , 17        , 1.1764706 
3.596,3596, 36.75     , 33        , 1023.96875, 0         , 0         , 0.9873047 , 0.984375  , 2         , 375.725   , 375.6     , 42432.547 , 42514.8   , 10.9436035, 24.34082  , 5113.0264 , -3.75     , 1.008     , 0.96800005, 1012.423  , 451.56885 , 451.98343 , 451.56885 , 452.398   , 445.51587 , 162.56398 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 65.53125  , 0         , 0         , 127.875   , 452.48093 , 71.82861  , 5.46875   , 1.5625    , 3.125     , 5.46875   , 705.96765 , -3.5      , 17        , 1.1764706 
3.696,3696, 36.75     , 33        , 1023.96875, 0         , 0         , 0.98535156, 0.9873047 , 2         , 375.7875  , 375.6625  , 42464.387 , 42496.227 , 10.897827 , 24.337769 , 5094.4526 , -3.375    , 0.98800004, 0.96800005, 1012.423  , 451.23718 , 451.23718 , 450.98843 , 451.48593 , 445.76462 , 161.77977 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 65.5      , 0         , 0         , 127.875   , 456.79266 , 71.64917  , 5.46875   , 0.78125   , 3.125     , 5.46875   , 701.9679  , -3        , 17        , 1.5686275 
3.796,3796, 36.75     , 33        , 1023.96875, 0         , 0         , 0.9824219 , 0.9941406 , 2         , 375.7875  , 375.6625  , 42597.055 , 42281.305 , 10.73761  , 24.342346 , 5094.4526 , -2.25     , 0.97200006, 0.96400005, 1012.423  , 451.73468 , 452.56387 , 452.23218 , 452.89554 , 446.42795 , 163.17863 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 67.4375   , 0         , 0         , 127.875   , 452.48093 , 71.46973  , 5.46875   , 0.78125   , 3.125     , 5.46875   , 697.968   , -1.5      , 17        , 1.1764706 
3.896,3896, 36.75     , 33        , 1023.96875, 0         , 0         , 0.9824219 , 0.9970703 , 2         , 375.725   , 375.6625  , 42517.453 , 42392.746 , 10.960388 , 24.337769 , 5120.9863 , -1.125    , 0.984     , 0.9760001 , 1012.423  , 452.23218 , 452.3151  , 451.9005  , 452.81262 , 446.5938  , 163.17863 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 67.78125  , 0         , 0         , 127.875   , 452.48093 , 71.29028  , 5.46875   , 0.78125   , 3.125     , 5.46875   , 694.9682  , -1        , 17        , 1.1764706 
3.996,3996, 36.75     , 33        , 1023.96875, 0         , 0         , 0.98535156, 1.0058594 , 2         , 375.6     , 375.475   , 42501.535 , 42482.96  , 11.03363  , 24.33319  , 5120.9863 , -0.375    , 0.9760001 , 1         , 1012.423  , 453.1443  , 453.39304 , 452.97845 , 453.80762 , 447.67172 , 163.92044 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 68.75     , 0         , 0         , 127.875   , 455.71472 , 71.11084  , 5.46875   , 0.78125   , 3.125     , 5.46875   , 697.968   , -0.5      , 17        , 1.1764706 
4.096,4096, 36.75     , 33        , 1023.96875, 0         , 0         , 0.98828125, 1.0087891 , 2         , 375.4125  , 375.35    , 42602.363 , 42557.254 , 11.099243 , 24.328613 , 5097.106  , -0.375    , 0.96400005, 1.016     , 1012.423  , 453.47595 , 453.55887 , 452.97845 , 454.13928 , 448.0034  , 163.6873  , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 68.3125   , 0         , 0         , 127.875   , 454.80264 , 70.9314   , 5.46875   , 0.78125   , 3.125     , 5.46875   , 699.96796 , -1        , 17        , 1.1764706 
4.196,4196, 36.75     , 33        , 1023.96875, 0         , 0         , 0.9902344 , 1.0117188 , 2         , 375.1625  , 375.1625  , 42384.785 , 42626.242 , 11.14502  , 24.336243 , 5097.106  , -0.375    , 0.96800005, 1.0200001 , 1012.423  , 453.80762 , 453.89053 , 453.55887 , 454.2222  , 447.5888  , 163.09384 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 67.78125  , 0         , 0         , 127.875   , 455.5489  , 70.75195  , 5.46875   , 0.78125   , 3.125     , 6.25      , 708.9675  , -1.5      , 17        , 1.5686275 
