Time, Milliseconds, "tia"       , "TIA_AM_SCHA"           , "tqi_gs_fast_dec", "tqi_gs_fast_inc", "pv_av"     , "LAMB_LS_UP[1]"           , "LAMB_LS_UP[2]"           , "state_eng" , "teg_dyn_up_cat[1]", "TEG_DYN_UP_CAT[2]"           , "fup"       , "fup_sp"    , "pump_vol_vcv", "efppwm"    , "fup_efp"   , "iga_av_mv" , "TI_1_HOM[0]"           , "TI_1_HOM[3]"           , "amp_mes"   , "map"       , "map_mes"   , "map_1_mes" , "map_2_mes" , "pdt_mes"   , "maf"       , "iga_ad_1_knk[0]", "iga_ad_1_knk[1]", "iga_ad_1_knk[2]", "iga_ad_1_knk[3]", "iga_ad_1_knk[4]", "iga_ad_1_knk[5]", "lamb_sp[1]", "LAMB_SP[2]"           , "tqi_av"    , "gear"      , "vs"        , "CAM_SP_IVVT_IN"           , "map_sp"    , "rfp_sp"    , "Short Term Fuel Trim - Bank 1"           , "Long Term Fuel Trim - Bank 1"           , "Short Term Fuel Trim - Bank 2"           , "Long Term Fuel Trim - Bank 2"           , "Engine RPM"           , "Ignition Timing Advance for #1 Cylinder"           , "Ambient air temperature"           , "Commanded Throttle Actuator Control"           
Sec.ms, ms, Â°C       , Â°C       , Nm        , Nm        , %         ,           ,           , -         , Â°C       , Â°C       , hPa       , hPa       , %         , %         , hPa       , Â°        , ms        , ms        , hPa       , hPa       , hPa       , hPa       , hPa       , hPa       , mg/stroke , Â°        , Â°        , Â°        , Â°        , Â°        , Â°        ,           ,           , Nm        ,           , km/h      , Â°        , hPa       , Â°        , %         , %         , %         , %         , 1/min     , Â°        , Â°C       , %         
Timestamp, Timestamp Milliseconds,           , Param_TIAAMSCHA,           ,           ,           , Param_LAMBLSUP1, Param_LAMBLSUP2,           ,           , Param_TEGDYNUPCAT2,           ,           ,           ,           ,           ,           , Param_TI1HOM0, Param_TI1HOM3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           , Param_LAMBSP2,           ,           ,           , Param_CAMSPIVVTIN,           ,           , Param_ShortTermFuelTrimBank1, Param_LongTermFuelTrimBank1, Param_ShortTermFuelTrimBank2, Param_LongTermFuelTrimBank2, Param_EnginRPM, Param_IgnitTiminAdvanFor1Cylin, Param_AmbieAirTempe, Param_CommaThrotActuaContr
9.296,9296, 32.25     , 27.75     , 1023.96875, 0         , 0         , 1.6328125 , 1.7646484 , 5         , 571.7875  , 571.6625  , 39206.06  , 35000.484 , 0         , 23.768616 , 5330.602  , -20.25    , 0.51600003, 0.532     , 1006.95044, 236.89537 , 231.3399  , 230.75948 , 232.00323 , 209.86426 , 74.160545 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0.90625   , 4         , 65        , 124.875   , 230.67656 , 73.11035  , 0         , 4.6875    , 0         , 7.03125   , 2123.9028 , -20.5     , 14        , 2.3529413 
9.396,9396, 32.25     , 27.75     , 1023.96875, 0         , 0.9765625 , 1.3662109 , 1.8271484 , 5         , 565.0375  , 564.9125  , 39163.605 , 35000.484 , 0         , 23.768616 , 5354.4824 , -20.25    , 0.688     , 0.57600003, 1006.95044, 234.90535 , 244.68962 , 244.19211 , 245.27005 , 233.41284 , 91.05278  , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 4         , 65        , 117.75    , 326.0317  , 73.289795 , 0         , 4.6875    , 0         , 7.03125   , 2112.9033 , -20.5     , 14        , 5.490196  
9.498,9498, 32.25     , 27.75     , 1023.96875, 0         , 3.125     , 2.0107422 , 2.6542969 , 5         , 558.85    , 558.7875  , 39190.14  , 35000.484 , 0         , 23.768616 , 5343.8687 , -20.25    , 0.91600007, 0.92800003, 1006.95044, 289.548   , 300.74188 , 300.32727 , 301.15646 , 281.58792 , 109.34388 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 9.125     , 4         , 65        , 124.875   , 235.1541  , 73.46924  , 0         , 5.46875   , 0         , 7.03125   , 2106.9036 , -20.5     , 14        , 4.3137255 
9.596,9596, 32.25     , 27.75     , 1023.96875, 0         , 4.7851562 , 3.2226562 , 3.9140625 , 3         , 553.2875  , 553.1625  , 37269.105 , 39720.812 , 5.8029175 , 24.21112  , 5343.8687 , -5.625    , 0.85600007, 0.86      , 1006.95044, 287.97256 , 285.3192  , 285.3192  , 285.3192  , 261.27313 , 94.42275  , 0         , 0         , 0         , 0         , 0         , 0         , 0.8798828 , 0.8798828 , 48.28125  , 4         , 64        , 124.875   , 260.11227 , 73.64868  , 0         , 5.46875   , 0         , 7.03125   , 2099.9038 , -5.5      , 14        , 2.745098  
9.697,9697, 32.25     , 27.75     , 1023.96875, 0         , 7.2265625 , 2.4179688 , 2.7597656 , 3         , 533.1     , 532.975   , 40017.99  , 40508.86  , 4.9362183 , 24.243164 , 5274.8813 , 28.875    , 0.87600005, 0.8880001 , 1006.95044, 263.5119  , 268.07236 , 267.7407  , 268.48694 , 248.66966 , 91.92177  , 0         , 0         , 0         , 0         , 0         , 0         , 0.8925781 , 0.8925781 , 52.46875  , 4         , 64        , 124.5     , 288.71884 , 73.828125 , 0         , 5.46875   , 0         , 7.03125   , 2146.9016 , 29        , 14        , 3.5294118 
9.796,9796, 32.25     , 27.75     , 1023.96875, 0         , 8.886719  , 0.9736328 , 1.0917969 , 3         , 531.1     , 530.9125  , 37003.77  , 41278.336 , 8.14209   , 24.302673 , 5195.281  , 26.25     , 0.92800003, 0.95600003, 1006.95044, 274.95453 , 283.66086 , 282.99753 , 284.4071  , 264.9215  , 98.576935 , 0         , 0         , 0         , 0         , 0         , 0         , 0.89941406, 0.89941406, 57.5      , 4         , 64        , 117.75    , 326.36337 , 74.00757  , 0         , 5.46875   , 0         , 7.8125    , 2150.9016 , 26        , 14        , 4.7058825 
9.898,9898, 33        , 28.5      , 1023.96875, 0         , 9.9609375 , 0.84765625, 0.88183594, 3         , 525.475   , 525.35    , 38680.695 , 42838.51  , 9.074402  , 24.443054 , 5078.5327 , 24.75     , 0.98800004, 1.024     , 1006.95044, 298.83478 , 308.20444 , 307.5411  , 308.8678  , 289.79675 , 112.94699 , 0         , 0         , 0         , 0         , 0         , 0         , 0.99902344, 0.99902344, 64.09375  , 4         , 64        , 111.75    , 379.3477  , 74.18701  , 0         , 5.46875   , 0         , 7.8125    , 2114.903  , 24.5      , 14        , 5.098039  
9.998,9998, 33        , 28.5      , 1023.96875, 0         , 11.5234375, 0.82714844, 0.8574219 , 3         , 520.7875  , 520.7875  , 37051.53  , 44308.473 , 16.011047 , 24.531555 , 5017.5054 , 21.375    , 1.0960001 , 1.148     , 1006.95044, 331.75302 , 343.36148 , 343.11273 , 343.69315 , 325.20255 , 137.91444 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 80.875    , 4         , 64        , 104.25    , 375.94806 , 74.366455 , 0         , 6.25      , 0         , 7.8125    , 2121.9028 , 21.5      , 14        , 5.882353  
10.096,10096, 33        , 28.5      , 1023.96875, 0         , 11.9140625, 0.8798828 , 0.87402344, 3         , 517.6625  , 517.6     , 40856.45  , 45767.82  , 11.779785 , 24.601746 , 4924.6377 , 21        , 1.0680001 , 1.08      , 1006.95044, 357.45746 , 367.0759  , 366.57837 , 367.6563  , 346.7611  , 149.55038 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 88.34375  , 4         , 64        , 103.5     , 385.069   , 74.5459   , 0         , 6.25      , 0         , 7.8125    , 2125.9026 , 21.5      , 14        , 5.490196  
10.198,10198, 33        , 28.5      , 1023.96875, 0         , 12.5      , 0.9033203 , 0.9033203 , 3         , 516.0375  , 516.1625  , 46343.6   , 46497.496 , 9.095764  , 24.797058 , 4781.3564 , 21.375    , 1.0200001 , 1.0320001 , 1006.95044, 376.61142 , 380.17685 , 380.01102 , 380.34268 , 358.45245 , 155.06102 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 91.21875  , 4         , 65        , 102.375   , 393.6095  , 74.72534  , 0         , 6.25      , 0         , 7.8125    , 2132.9023 , 21.5      , 14        , 5.490196  
10.296,10296, 33        , 28.5      , 1023.96875, 0         , 12.988281 , 0.9316406 , 0.9267578 , 3         , 515.475   , 515.6625  , 48721.01  , 46810.594 , 8.079529  , 25.010681 , 4733.5957 , 21        , 1.0040001 , 1.0200001 , 1006.95044, 388.8832  , 384.32272 , 384.40564 , 384.2398  , 363.2617  , 156.98975 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 91.75     , 4         , 65        , 101.25    , 413.09512 , 74.904785 , 0         , 6.25      , 0         , 7.8125    , 2137.902  , 20.5      , 14        , 5.882353  
10.396,10396, 33        , 28.5      , 1023.96875, 0         , 13.378906 , 0.9580078 , 0.94921875, 3         , 515.475   , 515.6     , 46136.637 , 46417.895 , 8.963013  , 25.090027 , 4736.249  , 21.75     , 0.98800004, 1.016     , 1006.95044, 395.68243 , 388.05402 , 387.80527 , 388.38568 , 366.08087 , 157.2441  , 0         , 0         , 0         , 0         , 0         , 0         , 0.9980469 , 0.9980469 , 92.5      , 4         , 65        , 100.5     , 425.284   , 75.08423  , -2.34375  , 6.25      , -3.125    , 7.8125    , 2140.902  , 22        , 14        , 5.882353  
10.498,10498, 33        , 28.5      , 1023.96875, 0         , 14.0625   , 0.97753906, 0.9658203 , 3         , 516.0375  , 516.1     , 49564.78  , 47174.1   , 7.8170776 , 25.379944 , 4733.5957 , 21.375    , 1.016     , 1.028     , 1006.95044, 405.79837 , 405.05212 , 404.63754 , 405.54962 , 385.6494  , 167.45998 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 98.78125  , 4         , 65        , 99.75     , 435.39993 , 75.26367  , -2.34375  , 6.25      , -3.125    , 7.8125    , 2139.902  , 21.5      , 14        , 6.27451   
10.598,10598, 33        , 28.5      , 1023.96875, 0         , 14.2578125, 1.0039062 , 0.9873047 , 3         , 516.6     , 516.6625  , 49654.996 , 48667.945 , 8.901978  , 25.769043 , 4773.396  , 20.625    , 1.08      , 1.0840001 , 1006.95044, 423.62564 , 425.11816 , 424.70358 , 425.61566 , 401.90125 , 176.53134 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 103.90625 , 4         , 65        , 99.375    , 434.81952 , 75.443115 , -0.78125  , 6.25      , -2.34375  , 7.8125    , 2148.9016 , 20.5      , 14        , 6.27451   
10.696,10696, 33        , 28.5      , 1023.96875, 0         , 14.2578125, 1.0253906 , 1.0009766 , 3         , 517.5375  , 517.5375  , 49596.62  , 49320.67  , 9.446716  , 26.05133  , 4810.543  , 20.625    , 1.12      , 1.12      , 1006.95044, 434.4049  , 430.25903 , 430.42487 , 430.0932  , 404.30585 , 177.73944 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 104.0625  , 4         , 65        , 99.375    , 434.322   , 75.62256  , 0         , 6.25      , -1.5625   , 7.8125    , 2153.9014 , 20.5      , 14        , 6.27451   
10.796,10796, 33        , 28.5      , 1023.96875, 0         , 14.2578125, 1.0087891 , 1.0224609 , 3         , 518.6     , 518.5375  , 51793.605 , 49164.125 , 8.030701  , 26.18103  , 4837.0767 , 21        , 1.0680001 , 1.1       , 1006.95044, 435.98035 , 424.95233 , 424.53772 , 425.3669  , 398.8333  , 175.0689  , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 102.9375  , 4         , 65        , 99        , 434.15616 , 75.802    , -0.78125  , 6.25      , -0.78125  , 7.8125    , 2156.9014 , 21        , 14        , 6.27451   
10.896,10896, 33        , 28.5      , 1023.96875, 0         , 14.2578125, 0.99609375, 1.0087891 , 3         , 519.6625  , 519.6625  , 52313.664 , 48901.44  , 7.067871  , 26.271057 , 4914.0244 , 21        , 1.044     , 1.08      , 1006.95044, 433.49283 , 423.4598  , 422.9623  , 423.9573  , 399.3308  , 173.71243 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 101.875   , 4         , 65        , 99        , 437.22412 , 75.981445 , -0.78125  , 6.25      , -0.78125  , 7.8125    , 2159.9011 , 21        , 14        , 6.27451   
10.998,10998, 33        , 28.5      , 1023.96875, 0         , 14.453125 , 1.0146484 , 0.99316406, 3         , 520.35    , 520.35    , 49299.445 , 48797.96  , 8.609009  , 26.351929 , 4990.9717 , 21        , 1.088     , 1.1040001 , 1006.95044, 429.92737 , 423.29398 , 422.71356 , 423.9573  , 399.3308  , 174.34828 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 101.75    , 4         , 65        , 99        , 441.03833 , 76.16089  , 0         , 6.25      , -0.78125  , 7.8125    , 2157.9011 , 21        , 14        , 6.666667  
11.096,11096, 33        , 28.5      , 1023.96875, 0         , 14.550781 , 1.0117188 , 0.9941406 , 3         , 520.85    , 520.85    , 50244.04  , 49371.086 , 8.6502075 , 26.54419  , 5083.8394 , 20.625    , 1.1120001 , 1.128     , 1006.95044, 432.0003  , 434.48782 , 433.99033 , 435.06827 , 411.68552 , 179.47742 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 105.71875 , 4         , 65        , 99        , 431.66864 , 76.34033  , 0         , 6.25      , -0.78125  , 7.8125    , 2165.901  , 21        , 14        , 6.666667  
11.198,11198, 33        , 28.5      , 1023.96875, 0         , 9.5703125 , 1.0039062 , 1.0117188 , 3         , 521.2875  , 521.2875  , 52318.97  , 49763.78  , 7.8536987 , 26.67694  , 5113.0264 , 20.25     , 1.12      , 1.128     , 1006.95044, 433.4099  , 433.9074  , 434.57077 , 433.24408 , 403.5596  , 178.18454 , 0         , 0         , 0         , 0         , 0         , 0         , 0.9970703 , 0.9970703 , 102.4375  , 4         , 66        , 124.875   , 249.33301 , 76.519775 , -0.78125  , 6.25      , 0         , 7.8125    , 2170.9006 , 20        , 14        , 3.9215686 
11.296,11296, 33        , 28.5      , 1023.96875, 0         , 0         , 0.99902344, 1.0166016 , 4         , 522.1     , 522.225   , 57063.18  , 47097.156 , 0         , 26.05896  , 5120.9863 , -4.875    , 0.832     , 0.85200006, 1006.95044, 346.51233 , 343.11273 , 342.44937 , 343.77606 , 309.4482  , 123.75633 , 0         , 0         , 0         , 0         , 0         , 0         , 0.99902344, 0.99902344, 47.9375   , 4         , 66        , 124.875   , 239.71457 , 76.69922  , -0.78125  , 6.25      , 0.78125   , 7.8125    , 2149.9016 , -4.5      , 14        , 1.9607843 
11.398,11398, 33        , 28.5      , 1023.96875, 0         , 0         , 0.9873047 , 0.9970703 , 4         , 523.1     , 523.225   , 52149.152 , 39577.53  , 0         , 25.900269 , 5200.5874 , -18.75    , 0.632     , 0.64000005, 1006.95044, 281.9196  , 290.29425 , 289.87967 , 290.70886 , 267.3261  , 100.717606, 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 22.03125  , 4         , 66        , 124.875   , 228.0232  , 76.87866  , -0.78125  , 5.46875   , -0.78125  , 7.03125   , 2063.9055 , -19       , 14        , 2.745098  
11.498,11498, 33        , 28.5      , 1023.96875, 0         , 0         , 1.0253906 , 1.0546875 , 4         , 526.1625  , 526.225   , 47781.723 , 36611.074 , 0         , 25.813293 , 5296.1084 , -20.25    , 0.60400003, 0.64400005, 1006.95044, 259.2002  , 273.62784 , 272.79868 , 274.457   , 251.98636 , 90.650085 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 14.28125  , 4         , 65        , 124.875   , 233.49576 , 76.92993  , 3.125     , 5.46875   , 3.90625   , 7.03125   , 2033.9069 , -20.5     , 14        , 2.745098  
11.598,11598, 33        , 28.5      , 1023.96875, 0         , 0         , 1.0087891 , 1.1181641 , 4         , 525.2875  , 525.35    , 43398.37  , 35679.742 , 0         , 25.765991 , 5402.2427 , -17.25    , 0.61200005, 0.656     , 1006.95044, 250.57677 , 261.85355 , 261.6048  , 262.1023  , 241.37292 , 87.78879  , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 12.59375  , 4         , 65        , 124.875   , 230.67656 , 76.75049  , 1.5625    , 5.46875   , 5.46875   , 7.03125   , 2050.906  , -17.5     , 14        , 2.745098  
11.698,11698, 33        , 28.5      , 1023.96875, 0         , 0         , 1.1679688 , 0.94628906, 5         , 522.225   , 522.4125  , 38638.242 , 35000.484 , 0         , 25.544739 , 5487.1504 , -16.875   , 0.60800004, 0.61200005, 1006.95044, 244.19211 , 253.06429 , 252.40096 , 253.72763 , 232.33492 , 83.63461  , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 6.28125   , 4         , 65        , 124.875   , 232.66658 , 76.571045 , 0         , 5.46875   , 0         , 7.03125   , 2099.9038 , -17       , 14        , 2.745098  
11.798,11798, 33        , 28.5      , 1023.96875, 0         , 0         , 0.98339844, 0.9169922 , 5         , 519.1     , 519.1625  , 35597.49  , 35000.484 , 1.8478394 , 25.520325 , 5561.4443 , -20.25    , 0.60800004, 0.624     , 1006.95044, 240.70958 , 247.09422 , 246.18213 , 248.08923 , 225.53568 , 81.53632  , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 4.78125   , 4         , 65        , 124.875   , 231.75449 , 76.3916   , 0         , 5.46875   , 0         , 7.03125   , 2119.9028 , -20.5     , 14        , 2.745098  
11.898,11898, 33        , 28.5      , 1023.96875, 0         , 0         , 1.0732422 , 1.2050781 , 5         , 515.85    , 515.85    , 32371.002 , 35000.484 , 3.07312   , 25.39215  , 5635.7383 , -20.25    , 0.63600004, 0.66400003, 1006.95044, 238.13913 , 245.18712 , 244.68962 , 245.76755 , 224.62358 , 80.285835 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 3.53125   , 4         , 65        , 124.875   , 231.42282 , 76.21216  , 0         , 5.46875   , 0         , 7.03125   , 2124.9028 , -20.5     , 14        , 2.745098  
11.998,11998, 33        , 28.5      , 1023.96875, 0         , 0         , 1.1425781 , 1.1923828 , 5         , 512.725   , 512.725   , 31484.78  , 35000.484 , 3.1723022 , 25.343323 , 5649.0054 , -20.25    , 0.648     , 0.656     , 1006.95044, 237.55872 , 241.95334 , 241.7875  , 242.20209 , 221.80438 , 78.71742  , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 1.125     , 4         , 65        , 124.875   , 230.59364 , 76.032715 , 0         , 5.46875   , 0         , 7.03125   , 2118.903  , -20.5     , 14        , 2.745098  
12.098,12098, 33        , 28.5      , 1023.96875, 0         , 0         , 1.3017578 , 1.3857422 , 5         , 509.7875  , 509.85    , 31389.258 , 35000.484 , 1.6723633 , 25.343323 , 5662.272  , -20.25    , 0.64400005, 0.66      , 1006.95044, 237.89038 , 240.70958 , 240.21207 , 241.29001 , 220.06311 , 78.92937  , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 4         , 65        , 124.875   , 322.3004  , 75.85327  , 0         , 5.46875   , 0         , 7.03125   , 2113.9033 , -20.5     , 14        , 2.3529413 
12.198,12198, 33        , 29.25     , 1023.96875, 0         , 0         , 1.7880859 , 1.5302734 , 5         , 507.0375  , 507.1     , 30534.877 , 35000.484 , 1.9638062 , 25.343323 , 5712.686  , -20.25    , 0.94400007, 0.79200006, 1006.95044, 256.4639  , 273.29617 , 272.79868 , 273.79367 , 259.2002  , 97.8775   , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 4         , 65        , 118.5     , 323.6271  , 75.67383  , 0         , 5.46875   , 0         , 7.03125   , 2106.9036 , -20.5     , 14        , 4.7058825 
12.298,12298, 33        , 29.25     , 1023.96875, 0         , 0         , 2.7861328 , 2.5097656 , 5         , 504.475   , 504.5375  , 30832.053 , 35000.484 , 2.0446777 , 25.343323 , 5741.873  , -20.25    , 1.108     , 1.1040001 , 1006.95044, 293.7768  , 309.8628  , 309.3653  , 310.4432  , 290.62592 , 115.066475, 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 4         , 64        , 118.5     , 321.2225  , 75.494385 , 0         , 5.46875   , 0         , 7.8125    , 2098.9038 , -20.5     , 14        , 4.3137255 
12.398,12398, 33        , 29.25     , 1023.96875, 0         , 0         , 4         , 3.9902344 , 5         , 501.7875  , 501.85    , 31574.994 , 35000.484 , 1.7456055 , 25.343323 , 5741.873  , -20.25    , 1.088     , 1.12      , 1006.95044, 309.3653  , 314.67203 , 314.67203 , 314.67203 , 293.03055 , 112.9046  , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 4         , 64        , 118.5     , 326.19754 , 75.31494  , 0         , 5.46875   , 0         , 7.8125    , 2092.9043 , -20.5     , 14        , 4.3137255 
12.498,12498, 33        , 29.25     , 1023.96875, 0         , 0         , 4         , 4         , 5         , 500.6625  , 500.725   , 32949.434 , 35000.484 , 0.82702637, 25.343323 , 5731.2593 , -20.25    , 1.0480001 , 1.092     , 1006.95044, 316.74496 , 315.9987  , 315.25244 , 316.82788 , 294.60596 , 112.31115 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 4         , 64        , 118.5     , 326.5292  , 75.10986  , 0         , 5.46875   , 0         , 7.8125    , 2090.9043 , -20.5     , 14        , 3.9215686 
12.598,12598, 33        , 29.25     , 1023.96875, 0         , 0         , 4         , 4         , 5         , 500.1625  , 500.225   , 33188.24  , 35000.484 , 0.8544922 , 25.343323 , 5744.5264 , -20.25    , 1.064     , 1.0760001 , 1006.95044, 322.2175  , 316.82788 , 316.16452 , 317.4912  , 295.51807 , 111.39977 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 4         , 64        , 118.5     , 327.02673 , 74.93042  , 0         , 5.46875   , 0         , 7.8125    , 2085.9045 , -20.5     , 14        , 3.9215686 
12.698,12698, 33        , 29.25     , 1023.96875, 0         , 0         , 4         , 4         , 5         , 500.0375  , 500.0375  , 33198.85  , 35000.484 , 1.0269165 , 25.343323 , 5752.4863 , -20.25    , 1.056     , 1.072     , 1006.95044, 324.9538  , 317.73996 , 317.07663 , 318.4862  , 296.1814  , 111.48455 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 4         , 64        , 118.875   , 323.95877 , 74.75098  , 0         , 5.46875   , 0         , 7.8125    , 2077.9048 , -20.5     , 14        , 3.9215686 
12.798,12798, 33        , 29.25     , 1023.96875, 0         , 0         , 4         , 4         , 5         , 499.9125  , 499.975   , 32402.842 , 35000.484 , 1.8356323 , 25.238037 , 5771.06   , -20.25    , 1.044     , 1.0760001 , 1006.95044, 323.95877 , 314.25742 , 314.09158 , 314.42325 , 292.69888 , 108.81401 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 4         , 64        , 118.875   , 325.5342  , 74.57153  , 0         , 5.46875   , 0         , 7.8125    , 2065.9055 , -20.5     , 14        , 3.9215686 
12.898,12898, 33        , 29.25     , 1023.96875, 0         , 0         , 4         , 4         , 5         , 499.975   , 499.975   , 32769.008 , 35000.484 , 1.8081665 , 25.238037 , 5771.06   , -20.25    , 1.0120001 , 1.0600001 , 1006.95044, 320.80792 , 312.93076 , 312.43323 , 313.42825 , 291.9526  , 109.02596 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 4         , 64        , 118.875   , 325.61713 , 74.39209  , 0         , 5.46875   , 0         , 7.8125    , 2069.9053 , -20.5     , 14        , 3.9215686 
12.998,12998, 33        , 29.25     , 1023.96875, 0         , 0         , 4         , 4         , 5         , 499.725   , 499.725   , 32052.6   , 35000.484 , 2.6184082 , 25.131226 , 5781.6733 , -20.25    , 1.0680001 , 1.0960001 , 1006.95044, 319.56415 , 318.15454 , 317.57413 , 318.735   , 297.25934 , 111.314995, 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 4         , 63        , 118.875   , 324.6221  , 74.21265  , 0         , 5.46875   , 0         , 7.8125    , 2069.9053 , -20.5     , 14        , 4.3137255 
13.098,13098, 33        , 29.25     , 1023.96875, 0         , 0         , 4         , 4         , 5         , 499.0375  , 499.0375  , 32142.812 , 35000.484 , 2.8182983 , 25        , 5794.94   , -20.25    , 1.0960001 , 1.116     , 1006.95044, 319.64706 , 324.37335 , 324.20752 , 324.6221  , 303.31232 , 114.26107 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 4         , 63        , 118.875   , 325.86588 , 74.0332   , 0         , 5.46875   , 0         , 7.8125    , 2070.9053 , -20.5     , 14        , 3.9215686 
13.198,13198, 33        , 29.25     , 1023.96875, 0         , 0         , 4         , 4         , 5         , 498.5375  , 498.5375  , 33660.535 , 35000.484 , 1.8814087 , 24.946594 , 5800.2466 , -20.25    , 1.0840001 , 1.116     , 1006.95044, 323.46127 , 327.19257 , 327.02673 , 327.3584  , 306.38025 , 114.49421 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 4         , 63        , 118.875   , 326.28046 , 73.85376  , 0         , 5.46875   , 0         , 7.8125    , 2061.9055 , -20.5     , 14        , 3.9215686 
13.298,13298, 33        , 29.25     , 1023.96875, 0         , 0         , 4         , 4         , 5         , 497.85    , 497.85    , 33246.613 , 35000.484 , 2.3086548 , 24.96643  , 5794.94   , -20.25    , 1.1       , 1.1240001 , 1006.95044, 325.5342  , 325.61713 , 325.4513  , 325.86588 , 303.31232 , 113.43447 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 4         , 63        , 119.25    , 326.61212 , 73.67432  , 0         , 5.46875   , 0         , 7.8125    , 2058.9058 , -20.5     , 14        , 3.9215686 
13.398,13398, 33        , 29.25     , 1023.96875, 0         , 0         , 4         , 4         , 5         , 497.2875  , 497.2875  , 33119.25  , 35000.484 , 2.581787  , 24.861145 , 5805.5537 , -20.25    , 1.064     , 1.0960001 , 1006.95044, 323.95877 , 322.79794 , 322.13458 , 323.46127 , 300.9077  , 111.86606 , 0         , 0         , 0         , 0         , 0         , 0         , 1         , 1         , 0         , 3         , 63        , 119.25    , 684.81586 , 73.49487  , 0         , 5.46875   , 0         , 7.8125    , 2052.906  , -20.5     , 14        , 3.9215686 
13.498,13498, 33        , 29.25     , 142.1875  , 142.1875  , 0         , 4         , 4         , 4         , 496.725   , 496.725   , 32408.148 , 37802.434 , 15.019226 , 23.146057 , 5805.5537 , 11.25     , 2.1000001 , 2.14      , 1006.95044, 430.01028 , 508.61612 , 508.61612 , 508.69904 , 518.4004  , 254.37978 , 0         , 0         , 0         , 0         , 0         , 0         , 0.8720703 , 0.8720703 , 175.5625  , 3         , 63        , 90        , 635.8116  , 73.31543  , 0         , 6.25      , 0         , 7.8125    , 1978.9094 , 11        , 14        , 14.117647 
13.598,13598, 33        , 29.25     , 282.5625  , 282.5625  , 0         , 4         , 3.34375   , 4         , 478.725   , 478.725   , 33766.67  , 53213.152 , 39.385986 , 25.880432 , 5617.165  , 9.75      , 3.068     , 3.124     , 1006.95044, 617.4868  , 618.06726 , 616.9064  , 619.311   , 565.2488  , 270.5726  , -0.75     , 0         , 0         , 0         , 0         , 0         , 0.90527344, 0.90527344, 159.25    , 3         , 63        , 97.125    , 390.45862 , 73.13599  , 0         , 6.25      , 0         , 7.8125    , 2267.8962 , 10        , 14        , 6.666667  
13.698,13698, 33        , 29.25     , 177.5     , 177.5     , 0         , 0.85839844, 0.81152344, 4         , 487.1625  , 487.225   , 52425.105 , 56569.652 , 16.76178  , 26.603699 , 5091.7993 , -3        , 1.8360001 , 1.8600001 , 1006.95044, 483.65793 , 492.9447  , 492.77887 , 493.19345 , 430.42487 , 203.152   , 0         , 0         , 0         , 0         , 0         , 0         , 0.9941406 , 0.9941406 , 73.625    , 3         , 63        , 124.875   , 254.39098 , 72.95654  , 0         , 6.25      , 0         , 7.8125    , 2623.88   , -3        , 14        , 3.5294118 
